index	word	definition	label
6142	manpower	the force of workers available	1
6143	slipstream	the flow of air that is driven backwards by an aircraft propeller	1
6144	wearer	a person who wears or carries or displays something as a body covering or accessory	1
6145	meteoroid	(astronomy) any of the small solid extraterrestrial bodies that hits the earth's atmosphere	1
6146	spinally	(anatomy) a fold of dura mater that covers the cerebellum and supports the occipital lobes of the cerebrum	0
6147	prizefighter	a professional boxer	1
6148	foreplay	mutual sexual fondling prior to sexual intercourse	1
6149	excessively	to an excessive degree	1
6150	detailing	an individualized description of a particular instance	1
6151	rippled	shaken into waves or undulations as by wind	1
6152	combing	the act of drawing a comb through hair	1
6153	grater	utensil with sharp perforations for shredding foods (as vegetables or cheese)	1
6154	provisional	stinginess resulting from a concern for your own welfare and a disregard of others	0
6155	shadfly	having a lithe body	0
6156	underfelt	a carpet pad of thick felt	1
6157	inconsequentially	a former French coin of low denomination; often used of any small amount of money	0
6158	frenzy	a plant that climbs by its adventitious roots e.g. ivy	0
6159	dairy	important marine and landlocked food fish of eastern North America and Alaska	0
6160	pact	the government bureau in the Department of Commerce that keeps a record of patents and trademarks and grants new ones	0
6161	profoundly	to a great depth psychologically	1
6162	coact	act together, as of organisms	1
6163	smacker	a loud kiss	1
6164	watercolourist	a painter who paints with watercolors	1
6165	belong	be owned by; be in the possession of	1
6166	fated	(usually followed by `to') determined by tragic fate	1
6167	gradually	in a gradual manner	1
6168	collar	(Yiddish) excessive sentimentality in art or music	0
6169	ironweed	a camp where tennis is taught	0
6170	daylong	lasting through an entire day	1
6171	greaseball	the state of being with someone	0
6172	schoolboy	having the equatorial diameter greater than the polar diameter; being flattened at the poles	0
6173	ceaseless	small shrubby tree of eastern North America similar to the Judas tree having usually pink flowers; found in damp sheltered underwood	0
6174	chafflike	removal of scars or tattoos by anesthetizing the skin surface and then sanding or scraping off some of the outer skin layer	0
6175	ringmaster	the person in charge of performances in a circus ring	1
6176	parentless	having no parent or parents or not cared for by parent surrogates	1
6177	irreligiousness	a legal holiday in Canada commemorating receiving Dominion status in 1867	0
6178	zestful	a herpes virus that causes oral herpes	0
6179	smocking	a salt used especially in baking powder	0
6180	assistive	giving assistance	1
6181	twined	wound or wrapped around something	1
6182	thievery	the act of taking something from someone unlawfully	1
6183	admix	a company that moves the possessions of a family or business from one site to another	0
6184	whipsnake	a pocket-size case for holding papers and paper money	0
6185	meshwork	a house with two units sharing a common wall	0
6186	foxberry	low evergreen shrub of high north temperate regions of Europe and Asia and America bearing red edible berries	1
6187	foppishness	branch of the ascending pharyngeal artery that supplies the dura mater of the posterior cranial fossa	0
6188	shirker	a person who shirks their work or duty (especially one who tries to evade military service in wartime)	1
6189	greenback	palms of southern Mexico to northern South America: babassu palm	0
6190	tantric	of or relating to Tantrism	1
6191	conductive	having the quality or power of conducting heat or electricity or sound; exhibiting conductivity	1
6192	cohesion	the state of cohering or sticking together	1
6193	efficacy	matters of personal concern	0
6194	rumored	a member of a Kannada-speaking group of people living chiefly in Kanara in southern India	0
6195	larcenist	an aunt of your father or mother	0
6196	hoydenism	masculinity in women (especially in girls and young women)	1
6197	hygienics	the science concerned with the prevention of illness and maintenance of health	1
6198	wholemeal	a composition of vocal music that is appropriate for opening church services	0
6199	humiliated	spatula-shaped leaf; having a broad rounded apex and narrow base	0
6200	unadaptable	not adaptable	1
6201	hawkweed	any of various plants of the genus Pilosella	1
6202	insulation	a drug that is designed to prevent the growth of blood vessels that nourish tumors	0
6203	tarsitis	a young unmarried woman who lives alone	0
6204	hairspring	a fine spiral spring that regulates the movement of the balance wheel in a timepiece	1
6205	daydreamer	someone who indulges in idle or absentminded daydreaming	1
6206	saddlecloth	stable gear consisting of a blanket placed under the saddle	1
6207	snappish	the 19th letter of the Hebrew alphabet	0
6208	rumbustious	interest paid on loans	0
6209	moistly	press, force, or thrust out of a small space	0
6210	slideway	sloping channel through which things can descend	1
6211	flipper	a loose-fitting robe of towelling; worn after a bath or swim	0
6212	prostatitis	inflammation of the prostate gland characterized by perineal pain and irregular urination and (if severe) chills and fever	1
6213	shaggymane	type genus of the Geophilidae: a cosmopolitan genus of centipedes sometimes called earwigs	0
6214	swearword	an elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of products	0
6215	stepparent	a defect that is present at birth	0
6216	doorstop	a race (especially in rowing) in which runners-up in the eliminating heats compete for a place in the final race	0
6217	accuser	someone who imputes guilt or blame	1
6218	swivel	turn on a pivot	1
6219	departed	well in the past; former	1
6220	unimaginable	totally unlikely	1
6221	prankster	a state of depression and anhedonia so severe as to require clinical intervention	0
6222	scan	a state of disorder involving group violence	0
6223	silicate	a salt or ester derived from silicic acid	1
6224	stocktake	anoxia resulting from slow peripheral circulation (such as follows congestive cardiac failure)	0
6225	leastwise	if nothing else (`leastwise' is informal and `leastways' is colloquial)	1
6226	aggrandisement	the dialect of Sotho spoken by the Tswana in Botswana	0
6227	hospitalize	a large burial chamber, usually above ground	0
6228	hygienically	humpback whales	0
6229	stoneroot	one form in which body fuel is stored; stored primarily in the liver and broken down into glucose when needed by the body	0
6230	fernlike	resembling ferns especially in leaf shape	1
6231	midstream	a Chinese system of slow meditative physical exercise designed for relaxation and balance and health	0
6232	applaud	clap one's hands or shout after performances to indicate approval	1
6233	vending	one of the evil spirits of traditional Jewish and Christian belief	0
6234	play	tall spreading evergreen found in Mexico having drooping branches; believed to have been introduced into Portugal from Goa	0
6235	frontlet	an adornment worn on the forehead	1
6236	anatomy	the act of preparing something (as food) by the application of heat	0
6237	brunette	a person with dark (brown) hair	1
6238	electrolyte	a solution that conducts electricity	1
6239	ammonite	European herb with vanilla-scented white-pink flowers	0
6240	triskaidekaphobic	robust hairy social bee of temperate regions	0
6241	squawroot	tall herb of eastern North America and Asia having blue berrylike fruit and a thick knotty rootstock formerly used medicinally	1
6242	paraph	a flourish added after or under your signature (originally to protect against forgery)	1
6243	fascism	a political theory advocating an authoritarian hierarchical government (as opposed to democracy or liberalism)	1
6244	snuffly	palmlike gymnosperms: includes the surviving order Cycadales and several extinct orders; possibly not a natural group; in some systems considered a class (Cycadopsida) and in others a subdivision (Cycadophytina or Cycadophyta)	0
6245	snappishly	depositing in a warehouse	0
6246	puffer	mainly dark northern butterflies with white wing bars	0
6247	predominantly	silky-foliaged herb of the Rocky Mountains with bluish-white flowers	0
6248	cachinnation	an engagement fought between two military forces	0
6249	leisured	free from duties or responsibilities	1
6250	countertop	lofty douglas fir of northwestern North America having short needles and egg-shaped cones	0
6251	disquiet	a feeling of mild anxiety about possible developments	1
6252	lutenist	a method of fitting a curve to data points so as to minimize the sum of the squares of the distances of the points from the curve	0
6253	golfer	eaten as mush or as a thin gruel	0
6254	smudgy	a nursery for the supervision of preschool children while the parents work	0
6255	chromosome	Old World vine with lobed evergreen leaves and black berrylike fruits	0
6256	indict	accuse formally of a crime	1
6257	smoothness	having or being characterized by acidosis	0
6258	miscalculate	judge incorrectly	1
6259	mudguard	a curved piece above the wheel of a bicycle or motorcycle to protect the rider from water or mud thrown up by the wheels	1
6260	obstipation	being ten more than one hundred forty	0
6261	heliotropism	Eurasian perennial naturalized in eastern North America having very spiny white cottony foliage and nodding musky crimson flower heads; valuable source of nectar	0
6262	spookily	in an unnatural eery manner	1
6263	bowlful	go back to a previous state	0
6264	missy	the quality or state of being ineligible	0
6265	bone	a shade of white the color of bleached bones	1
6266	ironed	the univalent radical derived from benzoic acid	0
6267	haemagglutination	a mild reasonableness	0
6268	formalism	the practice of scrupulous adherence to prescribed or external forms	1
6269	hugging	a saddle for pack animals to which loads can be attached	0
6270	ticker	the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body	1
6271	urethrocele	application of a skill learned in one situation to a different but similar situation	0
6272	shrewdness	intelligence manifested by being astute (as in business dealings)	1
6273	unbridgeable	a wide (ornamented) belt worn over the right shoulder to support a sword or bugle by the left hip	0
6274	tartly	in a tart manner	1
6275	ropiness	mosses with perennial erect gametophores and stems with rows of leaves and drooping capsules	0
6276	grotesqueness	the amount of collateral a customer deposits with a broker when borrowing from the broker to buy securities	0
6277	scheme	the intolerance and prejudice of a bigot	0
6278	agelessness	the quality of being timeless and eternal	1
6279	frizzy	type genus of the Muridae: common house mice; the tips of the upper incisors have a square notch	0
6280	whitefly	minute insect that feeds on plant juices; related to scale insects	1
6281	bareboat	a vessel (such as a yacht) that can be chartered without a captain or crew or provisions	1
6282	landmass	a drug used to reduce stress or tension without reducing mental clarity	0
6283	tavern	a building with a bar that is licensed to sell alcoholic drinks	1
6284	shielder	a person who cares for persons or property	1
6285	firefly	a person with a record of failing; someone who loses consistently	0
6286	worrywart	a container with an open top; for discarded paper and other rubbish	0
6287	prescribe	issue commands or orders for	1
6288	unplug	pull the plug of (electrical appliances) and render inoperable	1
6289	bookmark	a marker (a piece of paper or ribbon) placed between the pages of a book to mark the reader's place	1
6290	cloistral	of communal life sequestered from the world under religious vows	1
6291	trifoliated	of a leaf shape; having three leaflets	1
6292	folate	the person who directs the making of a film	0
6293	blabbermouthed	prone to communicate confidential information	1
6294	rhinestone	an optical illusion of motion produced by viewing a rapid succession of still pictures of a moving object	0
6295	biodiversity	West Indian tree yielding the drug Jamaica quassia	0
6296	mascara	hard outer covering or case of certain organisms such as arthropods and turtles	0
6297	rage	residence that is a place of religious seclusion (such as a monastery)	0
6298	curbstone	an injection into the skin	0
6299	clangorous	burst or split open	0
6300	congested	a ghostly double of a living person that haunts its living counterpart	0
6301	purified	find unexpectedly	0
6302	squatness	small lemur having its tail barred with black	0
6303	flare	am unwanted reflection in an optical system (or the fogging of an image that is caused by such a reflection)	1
6304	talks	a language that originated in a specified place and was not brought to that place from elsewhere	0
6305	popping	a sharp explosive sound as from a gunshot or drawing a cork	1
6306	stole	European shad	0
6307	basketful	the quantity contained in a basket	1
6308	bailment	a coarse twilled cotton fabric frequently used for uniforms	0
6309	querulousness	a form of hemophilia discovered by Erik von Willebrand; a genetic disorder that is inherited as an autosomal recessive trait; characterized by a deficiency of the coagulation factor and by mucosal bleeding	0
6310	crossing	a genus of Old World mints of the family Labiatae	0
6311	catchment	inflammation of the myometrium	0
6312	trioxide	a valve in a container in which pressure can build up (as a steam boiler); it opens automatically when the pressure reaches a dangerous level	0
6313	brakeman	a railroad employee responsible for a train's brakes	1
6314	citizenry	the body of citizens of a state or country	1
6315	train	public transport provided by a line of railway cars coupled together and drawn by a locomotive	1
6316	tone	black-and-white drumfish with an erect elongated dorsal fin	0
6317	spawn	a girl employed to operate an elevator	0
6318	puncturable	capable of being punctured	1
6319	handwear	a large family of plants of order Malvales	0
6320	rewardable	appropriate for receiving a reward	1
6321	moonlit	chicken simmered in broth with onions and paprika then mixed with sour cream	0
6322	placidly	sweet cider heated with spices and citrus fruit	0
6323	phase	a particular point in the time of a cycle; measured from some arbitrary zero and expressed as an angle	1
6324	aided	in a supernatural manner	0
6325	refrigerator	white goods in which food can be stored at low temperatures	1
6326	oligarchical	a substance that promotes drying (e.g., calcium oxide absorbs water and is used to remove moisture)	0
6327	fork	cutlery used for serving and eating food	1
6328	mediatorial	of or relating to a mediator or the duties of a mediator	1
6329	foursquare	(geometry) a plane rectangle with four equal sides and four right angles; a four-sided regular polygon	1
6330	counselling	something that provides direction or advice as to a decision or course of action	1
6331	universally	speak unfavorably about	0
6332	jockstrap	stocky creamy-white Asiatic moth found almost entirely under human care; the source of most of the silk of commerce	0
6333	waveband	a statistical relation between two or more variables such that systematic changes in the value of one variable are accompanied by systematic changes in the other	0
6334	devoutness	piety by virtue of being devout	1
6335	lossless	the act of prolonging something	0
6336	motherhood	the kinship relation between an offspring and the mother	1
6337	buzzword	stock phrases that have become nonsense through endless repetition	1
6338	striper	an emergency procedure consisting of external cardiac massage and artificial respiration; the first treatment for a person who has collapsed and has no pulse and has stopped breathing; attempts to restore circulation of the blood and prevent death or brain damage due to lack of oxygen	0
6339	clueless	monoamine oxidase inhibitor (trade name Nardil) used to treat clinical depression	0
6340	foliaged	bearing numerous leaves	1
6341	exceeding	morally binding or necessary	0
6342	drugged	shrubby oak of southeastern United States usually forming dense thickets	0
6343	superpower	all the New World monkeys except marmosets and tamarins	0
6344	bifocals	shrubby climbers of tropical America	0
6345	brassy	the basic unit of money in Zambia	0
6346	skycap	the trait of being unmanageable	0
6347	kindergarten	incapable of being justified or explained	0
6348	superload	a variable load on a structure (e.g. a bridge) such as moving traffic	1
6349	roundel	any coarse weed of the genus Xanthium having spiny burrs	0
6350	bluepoint	oysters originally from Long Island Sound but now from anywhere along the northeastern seacoast; usually eaten raw	1
6351	thirster	a heading of a subdivision of a text	0
6352	shell	a Uralic language spoken by a Samoyed of northern Siberia	0
6353	adoptable	suitable or eligible for adoption	1
6354	felted	lily of western North America with showy orange-red purple-spotted flowers	0
6355	commissioning	the act of granting authority to undertake certain functions	1
6356	leaders	an agent that gives or restores life or vigor	0
6357	shrivelled	a piece of furniture having several units that stands against one wall of a room	0
6358	justified	assign the wrong date to	0
6359	stairwell	the people of Spain	0
6360	imperceptibility	the property of being imperceptible by the mind or the senses	1
6361	diplomatically	in a diplomatic manner	1
6362	playbox	an order of protoctist	0
6363	levorotation	inflammatory degenerative disease of the brain caused by thiamine deficiency that is usually associated with alcoholism	0
6364	uveitis	inflammation of the uvea of the eye	1
6365	bodyguard	armor plate that protects the knee	0
6366	nonentity	in a dry laconic manner	0
6367	referendum	fern or northern Eurasia and North America having fragrant fronds	0
6368	windbag	a boring person who talks a great deal about uninteresting topics	1
6369	legalism	strict conformity to the letter of the law rather than its spirit	1
6370	dully	tropical American tree with large peltate leaves and hollow stems	0
6371	biochemical	of or relating to biochemistry; involving chemical processes in living organisms	1
6372	baulker	an American follower of the Mennonite religion	0
6373	distance	a remote point in time	1
6374	bollocks	affectedly genteel	0
6375	relevant	of or relating to or resembling chelicerae	0
6376	enhancer	an iron with considerable loft	0
6377	covalency	a fern of the genus Woodwardia having the sori in chainlike rows	0
6378	gladly	pacas	0
6379	triggerfish	any of numerous compressed deep-bodied tropical fishes with sandpapery skin and erectile spines in the first dorsal fin	1
6380	pithead	the entrance to a coal mine	1
6381	leukemia	malignant neoplasm of blood-forming tissues; characterized by abnormal proliferation of leukocytes; one of the four major types of cancer	1
6382	boyfriend	a test to determine allergic sensitivity to various substances by applying them to scratches in the skin	0
6383	verticalness	position at right angles to the horizon	1
6384	brassie	tunicates	0
6385	gynarchy	a political system governed by a woman	1
6386	taxiway	a paved surface in the form of a strip; used by planes taxiing to or from the runway at an airport	1
6387	clerical	of or relating to clerks	1
6388	dill pickle	a green dye, often used to color cloth, which is obtained from the woad plant	0
6389	preconcerted	previously arranged or agreed on	1
6390	friendless	excluded from a society	1
6391	deregulation	the act of freeing from regulation (especially from governmental regulations)	1
6392	multitude	a shield-like plate on the front of an insect's head	0
6393	scarer	foil made of aluminum	0
6394	occur	the normal brainwave in the encephalogram of a person who is awake and alert; occurs with a frequency between 12 and 30 hertz	0
6395	reinterpret	assign a new or different meaning to	1
6396	abstentious	self-restraining; not indulging an appetite especially for food or drink	1
6397	brandish	exhibit aggressively	1
6398	bedspread	decorative cover for a bed	1
6399	spoilable	lacking respectability in character or behavior or appearance	0
6400	supernova	type genus of the Laridae	0
6401	rhabdomancy	the income or profit arising from such transactions as the sale of land or other property	0
6402	attentional	of or relating to attention	1
6403	view	a message expressing a belief about something; the expression of a belief that is held with confidence but not substantiated by positive knowledge or proof	1
6404	millennial	a bag made of paper or plastic for holding customer's purchases	0
6405	thusly	in the way indicated	1
6406	third	the musical interval between one note and another three notes away from it	1
6407	languorous	the older and more populated and (usually) poorer central section of a city	0
6408	flippancy	infests the head and body of humans	0
6409	fist	the charge for transporting something by common carrier	0
6410	rarify	make more complex, intricate, or richer	1
6411	classy	elegant and fashionable	1
6412	fingerlike	the trait of being cautious; being attentive to possible danger	0
6413	sensitively	resembling a cicada	0
6414	reception	a light narrow racing boat for two or more oarsmen	0
6415	pothunter	eminent beyond or above comparison	0
6416	cutter	a luminous halo parallel to the horizon at the altitude of the sun; caused by ice crystals in the atmosphere	0
6417	descendants	a character printer connected to a telegraph that operates like a typewriter	0
6418	clownlike	a stimulus that provides information about what to do	0
6419	nailer	tick lacking a dorsal shield and having mouth parts on the under side of the head	0
6420	jewelweed	North American annual plant with usually yellow or orange flowers; grows chiefly on wet rather acid soil	1
6421	bureaucratic	a bridge that has a roadway supported by cables that are anchored at both ends	0
6422	wheatfield	balance that generates a current proportional to displacement of pan	0
6423	wristlet	a band or bracelet worn around the wrist	1
6424	eggs	oval reproductive body of a fowl (especially a hen) used as food	1
6425	cholecystectomy	Canary Islands grass; seeds used as feed for caged birds	0
6426	firefighter	Siberian breed of white or cream dog of the spitz family	0
6427	fistfight	the quality of being expressive	0
6428	shitlist	a list of people who are out of favor	1
6429	quarterlight	car window consisting of a small pivoted glass vent in the door of a car	1
6430	legacy	(law) a gift of personal property by will	1
6431	nubbiness	the act of changing the institution that invests your pension plan without incurring a tax penalty	0
6432	pluralize	sport that involves killing animals (especially hunting)	0
6433	airwoman	a woman aviator	1
6434	swishy	resembling a sustained `sh' or soft whistle	1
6435	weaned	copepods with suctorial mouthparts; parasitic on fishes	0
6436	bilobate	a small order comprising only the tree shrews: in some classifications tree shrews are considered either primates (and included in the suborder Prosimii) or true insectivores (and included in the order Insectivora)	0
6437	materialize	a style of glazed earthenware; usually white with blue decoration	0
6438	radiant	with good sense or in a reasonable or intelligent manner	0
6439	brachycranial	having a short broad head with a cephalic index of over 80	1
6440	foster	providing or receiving nurture or parental care though not related by blood or legal ties	1
6441	placer	an alluvial deposit that contains particles of some valuable mineral	1
6442	birdhouse	the act of making a noisy disturbance	0
6443	atomlike	immeasurably small	1
6444	raftman	a locomotive that carries its own fuel and water; no tender is needed	0
6445	gorgonian	not consciously observing	0
6446	phycoerythrin	the body of diplomatic personnel	0
6447	whiner	a person given to excessive complaints and crying and whining	1
6448	honest	a spermatozoon or an ovum	0
6449	dishwater	antbirds	0
6450	hieroglyphical	resembling hieroglyphic writing	1
6451	clapping	a demonstration of approval by clapping the hands together	1
6452	uveal	any of several quinones found in living cells and that function as coenzymes that transfer electrons from one molecule to another in cell respiration	0
6453	spinsterhood	the state of being a spinster (usually an elderly unmarried woman)	1
6454	frolicky	given to merry frolicking	1
6455	misfunction	security review of news (including all information or material intended for dissemination to the public) subject to the jurisdiction of the armed forces	0
6456	borosilicate	a salt of boric and silicic acids	1
6457	startling	layer of cells that secretes the chitinous cuticle in e.g. arthropods	0
6458	tongue	a building that houses telecommunications equipment	0
6459	almost	(of actions or states) slightly short of or not quite accomplished	1
6460	collarbone	bone linking the scapula and sternum	1
6461	inactive	not in physical motion	1
6462	simply	the electric coil around a field magnet that produces the magneto motive force to set up the flux in an electric machine	0
6463	byte	the primary linkage of all protein structures; the chemical bond between the carboxyl groups and amino groups that unites a peptide	0
6464	unspecified	a solution having the same osmotic pressure as blood	0
6465	snappy	be lazy or idle	0
6466	raring	(usually followed by `to') full of eagerness	1
6467	soulful	full of or expressing deep emotion	1
6468	airlock	a chamber that provides access to space where air is under pressure	1
6469	unearthly	concerned with or affecting the spirit or soul	1
6470	delimitation	a line that indicates a boundary	1
6471	suds	wash in suds	1
6472	crooner	a singer of popular ballads	1
6473	westside	of the western part of a city	1
6474	syndactyly	birth defect in which there is partial or total webbing connecting two or more fingers or toes	1
6475	catechetical	of or relating to or involving catechesis	1
6476	reinforcement	a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission	1
6477	blackheart	heart cherry with dark flesh and skin cherry	1
6478	allmouth	fishes having large mouths with a wormlike filament attached for luring prey	1
6479	tiring	producing exhaustion	1
6480	immolation	a short aria	0
6481	rurality	a rural characteristic or trait	1
6482	grouchily	make English in appearance	0
6483	meatball	someone who assists or supports by giving a subsidy	0
6484	escapement	corn having kernels almost entirely of soft starch	0
6485	mission	of or relating to fish and marine life that feed on the bottom of a body of water	0
6486	backmost	branched lighting fixture; often ornate; hangs from the ceiling	0
6487	expressage	rapid transport of goods	1
6488	arrowhead	the pointed head or striking tip of an arrow	1
6489	duffer	food that tastes good but is high in calories having little nutritional value	0
6490	fosterling	being six more than eighty	0
6491	kindly	pleasant and agreeable	1
6492	compensated	receiving or eligible for compensation	1
6493	cleaning	a rare soft silvery metallic element; occurs in small quantities in sphalerite	0
6494	revise	make revisions in	1
6495	priory	religious residence in a monastery governed by a prior or a convent governed by a prioress	1
6496	childish	indicating a lack of maturity	1
6497	fries	in an appropriate manner	0
6498	fickle	large brownish-green New Zealand parrot	0
6499	mainly	for the most part	1
6500	plasmin	an enzyme that dissolves the fibrin of blood clots	1
6501	anopia	sightlessness (especially because of a structural defect in or the absence of an eye)	1
6502	kinsfolk	small tree of the eastern Mediterranean having abundant purplish-red flowers growing on old wood directly from stems and appearing before the leaves: widely cultivated in mild regions; wood valuable for veneers	0
6503	hideousness	dreadful ugliness; horrible repulsiveness	1
6504	understock	stock with less than the usual or desirable number or quantity	1
6505	cortical	of or relating to a cortex	1
6506	headlike	be based on; of theories and claims, for example	0
6507	bursiform	the duct that drains bile from the liver	0
6508	steelyard	a portable balance consisting of a pivoted bar with arms of unequal length	1
6509	whistle	hickory of the eastern United States resembling the shagbark but having a much larger nut	0
6510	extensively	in a widespread way	1
6511	earring	jewelry to ornament the ear; usually clipped to the earlobe or fastened through a hole in the lobe	1
6512	asserting	relating to the use of or having the nature of a declaration	1
6513	liquify	become liquid or fluid  when heated	1
6514	felicitously	large African black-and-white carrion-eating stork; its downy underwing feathers are used to trim garments	0
6515	double	tall deciduous South American tree	0
6516	snipefish	social process of neutralizing the influence of Joseph Stalin by revising his policies and removing monuments dedicated to him and renaming places named in his honor	0
6517	ironwood	a small slow-growing deciduous tree of northern Iran having a low domed shape	1
6518	cultured	in no manner	0
6519	cudweed	unpleasantly and excessively suave or ingratiating in manner or speech	0
6520	poetess	used in some classifications; includes the orders Xiphosura and Eurypterida	0
6521	jailor	a party of rescuers	0
6522	pederastic	the most common computer memory which can be used by programs to perform necessary tasks while the computer is on; an integrated circuit memory chip allows information to be stored or accessed in any order and all storage locations are equally accessible	0
6523	schismatical	of or relating to or involved in or characteristic of schism	1
6524	satisfaction	large Old World freshwater bottom-feeding fish introduced into Europe from Asia; inhabits ponds and sluggish streams and often raised for food; introduced into United States where it has become a pest	0
6525	forenoon	a B vitamin that is essential for cell growth and reproduction	0
6526	plywood	equipment used in bowling	0
6527	intensified	fern growing on rocks or tree trunks and having fronds greyish and scurfy below; Americas and South Africa	0
6528	jigsaw	fine-toothed power saw with a narrow blade; used to cut curved outlines	1
6529	bivouacking	mechanical device attached to an elevated structure; rotates freely to show the direction of the wind	0
6530	compliments	(usually plural) a polite expression of desire for someone's welfare	1
6531	bullied	frightened into submission or compliance	1
6532	shingler	a worker who shingles roofs	1
6533	drizzling	(of rain) falling lightly in very small drops	1
6534	seismic	subject to or caused by an earthquake or earth vibration	1
6535	jesting	characterized by jokes and good humor	1
6536	bandbox	toothed frogs: terrestrial or aquatic or arboreal	0
6537	tieback	a device (as a decorative loop of cord or fabric) for holding or drawing something back	1
6538	trusting	inclined to believe or confide readily; full of trust	1
6539	defiantly	in a rebellious manner	1
6540	dancing	taking a series of rhythmical steps (and movements) in time to music	1
6541	unseasonable	in a bland manner	0
6542	egger	present as an act of worship	0
6543	addressable	capable of being addressed	1
6544	mart	toiletry consisting of an aerosol foam used in hair styling	0
6545	saucepot	a cooking pot that has handles on either side and tight fitting lid; used for stewing or boiling	1
6546	vitalness	the quality possessed by something that you cannot possibly do without	1
6547	crowding	stout white-flowered perennial found wild in shallow fresh water; northern United States and Asia	0
6548	scapulary	an optical instrument for examining the inside of the esophagus	0
6549	therefor	gunfire directed along the length rather than the breadth of a formation	0
6550	chapfallen	brought low in spirit	1
6551	declination	a downward slope or bend	1
6552	scoffing	a form of entertainment that enacts a story by a sequence of images giving the illusion of continuous movement	0
6553	theft	a ceremonial dance performed before a battle or after a victory	0
6554	nudity	fail to satisfy, as of expectations, for example	0
6555	wavy	uneven by virtue of having wrinkles or waves	1
6556	dissertation	a treatise advancing a new point of view resulting from research; usually a requirement for an advanced academic degree	1
6557	lisper	becoming or shading into white	0
6558	reusable	capable of being used again	1
6559	nasalize	speak nasally or through the nose	1
6560	underfur	thick soft fur lying beneath the longer and coarser guard hair	1
6561	fagoting	a humanist specializing in classical scholarship	0
6562	havoc	violent and needless disturbance	1
6563	connectivity	a monoamine neurotransmitter found in the brain and essential for the normal functioning of the central nervous system; as a drug (trade names Dopastat and Intropin) it is used to treat shock and hypotension	0
6564	chock-full	break the seal of	0
6565	reproductive	producing new life or offspring	1
6566	payola	a bribe given to a disc jockey to induce him to promote a particular record	1
6567	sleazy	North American deer	0
6568	outspread	fully extended in width	1
6569	tuberculosis	infection transmitted by inhalation or ingestion of tubercle bacilli and manifested in fever and small lesions (usually in the lungs but in various other parts of the body in acute stages)	1
6570	disrupted	marked by breaks or gaps	1
6571	wryly	large watertight chamber used for construction under water	0
6572	landward	toward land	1
6573	shaman	genus of poisonous tropical American evergreen shrubs and trees having entire leaves and large cymose flowers	0
6574	endangered	(of flora or fauna) in imminent danger of extinction	1
6575	dockyard	any of various composite shrubs or herbs of the genus Artemisia having aromatic green or greyish foliage	0
6576	zoning	dividing an area into zones or sections reserved for different purposes such as residence and business and manufacturing etc	1
6577	misalign	a pronoun that points out an intended referent	0
6578	horripilation	reflex erection of hairs of the skin in response to cold or emotional stress or skin irritation	1
6579	pandemonium	an order of fungi having a peridium surrounding a gleba (sometimes placed in subclass Homobasidiomycetes)	0
6580	heartbreaking	a message that seems to convey no meaning	0
6581	artilleryman	Philippine timber tree having hard red fragrant wood	0
6582	tapped	an irregular asymmetry in shape; an irregular spatial pattern	0
6583	wheel	forces that provide energy and direction	1
6584	waggoner	the sciences involved in the study of the physical world and its phenomena	0
6585	telegraphese	type genus of the Passifloraceae	0
6586	nevertheless	become settled or established and stable in one's residence or life style	0
6587	sixsome	breed of compact medium-sized dog with a heavy grey coat developed in Norway for hunting elk	0
6588	momentary	lasting for a markedly brief time	1
6589	dust	thoroughbred horses (collectively)	0
6590	silicone	a hole (usually with a flush cover) through which a person can gain access to an underground structure	0
6591	thriller	a suspenseful adventure story or play or movie	1
6592	hagiology	stranded on or as if on a crag	0
6593	slavishly	a marauder and plunderer (originally operating in the bogs between England and Scotland)	0
6594	stairs	a flight of stairs or a flight of steps	1
6595	extract	obtain from a substance, as by mechanical action	1
6596	repellently	someone who has or gives or receives a part or a share	0
6597	duplicatable	capable of being duplicated	1
6598	laryngeal	of or relating to or situated in the larynx	1
6599	hyalinization	the action of incorporating a racial or religious group into a community	0
6600	guise	an artful or simulated semblance	1
6601	complexly	in a complex manner	1
6602	bottomland	generosity as manifested by practicing charity (as for the poor or unfortunate)	0
6603	hymnal	batter for making light hollow cases to hold various fillings	0
6604	jammed	filled to capacity	1
6605	sharpness	any court that has jurisdiction above an inferior court	0
6606	cabalist	a member of a cabal	1
6607	dauber	an unskilled painter	1
6608	frumpish	primly out of date	1
6609	raftered	one species: leatherleaf saxifrage	0
6610	flytrap	a power tool for smoothing or shaping wood	0
6611	thoroughness	shrub of southeastern United States parasitic on roots of hemlocks having sparse spikes of greenish flowers and pulpy drupes	0
6612	fumes	gases ejected from an engine as waste products	1
6613	motherland	imparting a divine influence on the mind and soul	0
6614	expurgated	having material deleted	1
6615	swell	expand abnormally	1
6616	astronomer	a physicist who studies astronomy	1
6617	telefilm	sucking lice	0
6618	mapper	a clerk who marks data on a chart	1
6619	disproportion	large family of Australian and South African shrubs and trees with leathery leaves and clustered mostly tetramerous flowers; constitutes the order Proteales	0
6620	noon	the middle of the day	1
6621	prostitution	offering sexual intercourse for pay	1
